code,name,sourceCategory,reason,sourceUrl
1233,Istamex syrup 100ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1234,Sterozinil 0.1% + 0.1% crema 30g,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1235,Vetamol 400mg X 14tab,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1236,Solket 0.16% spray 15ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1237,Vericort nasal spray 100mcg/dose 10ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1229,Dolarit 400mg X 14tab,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1230,Pantactive - Pantoprazole 40mg,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
1231,Ravivo 500mg/100ml I.V 100ML,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5221,Ravivo 500mg X 7tablets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5220,Lupocet trio 1000mg/200mg/12.2mg,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5225,Nimokain 1%+5% gel 50g,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5224,Exenate 0.1% cream 30g,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5228,Maximus 100mg X15tab,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5229,Memotix aq nasal spray 0.05%,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
7291,Diclonac duo 75mg 2X10 capsules,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5230,Medivid D3 50.000 I.U . 2X2. 5ML,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5231,Lekoxa celecoxib 200mg 30cap,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5233,Solprene neomicina 5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5234,Tropimil 5mg/ml tropicamide 5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5236,Tasectan 250mg X 20sachets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5235,Levoximed 500mg 100ml I.V.,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5237,Colidur 200mg X 12tab  Rifaximin,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5279,Eslotin desloratadine 2.5mg/5ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5273,Roxipime amp 1g i.m/i.v,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5278,Muscomed 4mg X 20caps,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5459,Ursactive 250mg 100capsules,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5474,"Dicloftil 0.1% collirio, soluzione 5ml",Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
6238,Culento 4mg X 28 sachets,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
5297,Amotaks 500mg 16capsules,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
6241,Oxytocin 10amp X 1ml,Barnat,excluded-category (prescription/clinical pharma line — pending review),https://shemo-katalog.com/
